title,manufacturer,report_date,year_folder,page_url,slug,local_path
"Waymo December 7, 2021 (PDF)",Waymo,2021-12-07,2021,https://www.dmv.ca.gov/portal/file/waymo_120721-pdf/,waymo_120721-pdf,reports/2021/waymo_120721-pdf.pdf
"Zoox December 8, 2021 (PDF)",Zoox,2021-12-08,2021,https://www.dmv.ca.gov/portal/file/zoox_12082021-pdf/,zoox_12082021-pdf,reports/2021/zoox_12082021-pdf.pdf
"Cruise December 11, 2021 (PDF)",Cruise,2021-12-11,2021,https://www.dmv.ca.gov/portal/file/cruise_12112021-pdf/,cruise_12112021-pdf,reports/2021/cruise_12112021-pdf.pdf
"Waymo December 11, 2021 (PDF)",Waymo,2021-12-11,2021,https://www.dmv.ca.gov/portal/file/waymo_12112021-pdf/,waymo_12112021-pdf,reports/2021/waymo_12112021-pdf.pdf
"Waymo December 19, 2021 (PDF)",Waymo,2021-12-19,2021,https://www.dmv.ca.gov/portal/file/waymo_121921-pdf/,waymo_121921-pdf,reports/2021/waymo_121921-pdf.pdf
"Waymo December 22, 2021 (PDF)",Waymo,2021-12-22,2021,https://www.dmv.ca.gov/portal/file/waymo_122221-pdf/,waymo_122221-pdf,reports/2021/waymo_122221-pdf.pdf
"Cruise December 26, 2021 (PDF)",Cruise,2021-12-26,2021,https://www.dmv.ca.gov/portal/file/cruise_122621-pdf/,cruise_122621-pdf,reports/2021/cruise_122621-pdf.pdf
"Waymo January 1, 2022 (PDF)",Waymo,2022-01-01,2022,https://www.dmv.ca.gov/portal/file/waymo_010122-pdf/,waymo_010122-pdf,reports/2022/waymo_010122-pdf.pdf
"Waymo January 3, 2022 (PDF)",Waymo,2022-01-03,2022,https://www.dmv.ca.gov/portal/file/waymo_010322-pdf/,waymo_010322-pdf,reports/2022/waymo_010322-pdf.pdf
"Zoox January 4, 2022 (PDF)",Zoox,2022-01-04,2022,https://www.dmv.ca.gov/portal/file/zoox_010422-pdf/,zoox_010422-pdf,reports/2022/zoox_010422-pdf.pdf
"Waymo January 6, 2022 (PDF)",Waymo,2022-01-06,2022,https://www.dmv.ca.gov/portal/file/waymo_010622-pdf/,waymo_010622-pdf,reports/2022/waymo_010622-pdf.pdf
"Zoox January 11, 2022 (PDF)",Zoox,2022-01-11,2022,https://www.dmv.ca.gov/portal/file/zoox_011122-pdf/,zoox_011122-pdf,reports/2022/zoox_011122-pdf.pdf
"Zoox January 16, 2022 (PDF)",Zoox,2022-01-16,2022,https://www.dmv.ca.gov/portal/file/zoox_011622-pdf/,zoox_011622-pdf,reports/2022/zoox_011622-pdf.pdf
"Waymo January 18, 2022 (PDF)",Waymo,2022-01-18,2022,https://www.dmv.ca.gov/portal/file/waymo_011822-pdf/,waymo_011822-pdf,reports/2022/waymo_011822-pdf.pdf
"Waymo January 20, 2022 (1) (PDF)",Waymo,2022-01-20,2022,https://www.dmv.ca.gov/portal/file/waymo_012022-pdf/,waymo_012022-pdf,reports/2022/waymo_012022-pdf.pdf
"Waymo January 20, 2022 (2) (PDF) (PDF)",Waymo,2022-01-20,2022,https://www.dmv.ca.gov/portal/file/waymo_012022-pdf-2/,waymo_012022-pdf-2,reports/2022/waymo_012022-pdf-2.pdf
"Waymo January 22, 2022 (PDF)",Waymo,2022-01-22,2022,https://www.dmv.ca.gov/portal/file/waymo_012222-pdf/,waymo_012222-pdf,reports/2022/waymo_012222-pdf.pdf
"Cruise January 26, 2022 (PDF)",Cruise,2022-01-26,2022,https://www.dmv.ca.gov/portal/file/cruise_012622-pdf/,cruise_012622-pdf,reports/2022/cruise_012622-pdf.pdf
"Waymo January 28, 2022 (1) (PDF)",Waymo,2022-01-28,2022,https://www.dmv.ca.gov/portal/file/waymo_012822_1-pdf/,waymo_012822_1-pdf,reports/2022/waymo_012822_1-pdf.pdf
"Waymo January 28, 2022 (2) (PDF)",Waymo,2022-01-28,2022,https://www.dmv.ca.gov/portal/file/waymo_012822_2-pdf/,waymo_012822_2-pdf,reports/2022/waymo_012822_2-pdf.pdf
"Cruise January 29, 2022 (PDF)",Cruise,2022-01-29,2022,https://www.dmv.ca.gov/portal/file/cruise_012922-pdf/,cruise_012922-pdf,reports/2022/cruise_012922-pdf.pdf
"Waymo February 1, 2022 (PDF)",Waymo,2022-02-01,2022,https://www.dmv.ca.gov/portal/file/waymo_020122-pdf/,waymo_020122-pdf,reports/2022/waymo_020122-pdf.pdf
"Waymo February 4, 2022 (PDF)",Waymo,2022-02-04,2022,https://www.dmv.ca.gov/portal/file/waymo_020422-pdf/,waymo_020422-pdf,reports/2022/waymo_020422-pdf.pdf
"Zoox February 5, 2022 (PDF)",Zoox,2022-02-05,2022,https://www.dmv.ca.gov/portal/file/zoox_020522-pdf/,zoox_020522-pdf,reports/2022/zoox_020522-pdf.pdf
"Waymo February 6, 2022 (PDF)",Waymo,2022-02-06,2022,https://www.dmv.ca.gov/portal/file/waymo_020622-pdf/,waymo_020622-pdf,reports/2022/waymo_020622-pdf.pdf
"Zoox February 6, 2022 (PDF)",Zoox,2022-02-06,2022,https://www.dmv.ca.gov/portal/file/zoox_020622-pdf/,zoox_020622-pdf,reports/2022/zoox_020622-pdf.pdf
Waymo February 8 2022 (PDF),Waymo,2022-02-08,2022,https://www.dmv.ca.gov/portal/file/waymo_020822-pdf/,waymo_020822-pdf,reports/2022/waymo_020822-pdf.pdf
"Waymo February 9, 2022 (1) (PDF)",Waymo,2022-02-09,2022,https://www.dmv.ca.gov/portal/file/waymo_020922_1-pdf/,waymo_020922_1-pdf,reports/2022/waymo_020922_1-pdf.pdf
"Waymo February 9, 2022 (2) (PDF)",Waymo,2022-02-09,2022,https://www.dmv.ca.gov/portal/file/waymo_020922_2-pdf/,waymo_020922_2-pdf,reports/2022/waymo_020922_2-pdf.pdf
"Waymo February 10, 2022 (PDF)",Waymo,2022-02-10,2022,https://www.dmv.ca.gov/portal/file/waymo_021022-pdf/,waymo_021022-pdf,reports/2022/waymo_021022-pdf.pdf
"Cruise February 11, 2022 (PDF)",Cruise,2022-02-11,2022,https://www.dmv.ca.gov/portal/file/cruise_021122-pdf/,cruise_021122-pdf,reports/2022/cruise_021122-pdf.pdf
"Waymo February 11, 2022 (1) (PDF)",Waymo,2022-02-11,2022,https://www.dmv.ca.gov/portal/file/waymo_021122_1-pdf/,waymo_021122_1-pdf,reports/2022/waymo_021122_1-pdf.pdf
"Waymo February 11, 2022 (2) (PDF)",Waymo,2022-02-11,2022,https://www.dmv.ca.gov/portal/file/waymo_021122_2-pdf/,waymo_021122_2-pdf,reports/2022/waymo_021122_2-pdf.pdf
"Waymo February 14, 2022 (PDF)",Waymo,2022-02-14,2022,https://www.dmv.ca.gov/portal/file/waymo_021422-pdf/,waymo_021422-pdf,reports/2022/waymo_021422-pdf.pdf
"Apple February 17, 2022 (PDF)",Apple,2022-02-17,2022,https://www.dmv.ca.gov/portal/file/apple_021722-pdf/,apple_021722-pdf,reports/2022/apple_021722-pdf.pdf
"Cruise February 19, 2022 (PDF)",Cruise,2022-02-19,2022,https://www.dmv.ca.gov/portal/file/cruise_021922-pdf/,cruise_021922-pdf,reports/2022/cruise_021922-pdf.pdf
"Waymo February 19, 2022 (PDF)",Waymo,2022-02-19,2022,https://www.dmv.ca.gov/portal/file/waymo_021922-pdf/,waymo_021922-pdf,reports/2022/waymo_021922-pdf.pdf
"Apple February 22, 2022 (PDF)",Apple,2022-02-22,2022,https://www.dmv.ca.gov/portal/file/apple_022222-pdf/,apple_022222-pdf,reports/2022/apple_022222-pdf.pdf
"Waymo February 28, 2022 (1) (PDF)",Waymo,2022-02-28,2022,https://www.dmv.ca.gov/portal/file/waymo_022822_1-pdf/,waymo_022822_1-pdf,reports/2022/waymo_022822_1-pdf.pdf
"Waymo February 28, 2022 (2) (PDF)",Waymo,2022-02-28,2022,https://www.dmv.ca.gov/portal/file/waymo_022822_2-pdf/,waymo_022822_2-pdf,reports/2022/waymo_022822_2-pdf.pdf
"Waymo March 6, 2022 (PDF)",Waymo,2022-03-06,2022,https://www.dmv.ca.gov/portal/file/waymo_030622-pdf/,waymo_030622-pdf,reports/2022/waymo_030622-pdf.pdf
"Waymo March 7, 2022 (PDF)",Waymo,2022-03-07,2022,https://www.dmv.ca.gov/portal/file/waymo_030722-pdf/,waymo_030722-pdf,reports/2022/waymo_030722-pdf.pdf
"Waymo March 9, 2022 (PDF)",Waymo,2022-03-09,2022,https://www.dmv.ca.gov/portal/file/waymo_030922-pdf/,waymo_030922-pdf,reports/2022/waymo_030922-pdf.pdf
"Waymo March 11, 2022 (PDF)",Waymo,2022-03-11,2022,https://www.dmv.ca.gov/portal/file/waymo_031122-pdf/,waymo_031122-pdf,reports/2022/waymo_031122-pdf.pdf
"Apple March 15, 2022 (PDF)",Apple,2022-03-15,2022,https://www.dmv.ca.gov/portal/file/apple_031522-pdf/,apple_031522-pdf,reports/2022/apple_031522-pdf.pdf
"Cruise March 15, 2022 (PDF)",Cruise,2022-03-15,2022,https://www.dmv.ca.gov/portal/file/cruise_031522-pdf/,cruise_031522-pdf,reports/2022/cruise_031522-pdf.pdf
"Zoox March 22, 2022 (PDF)",Zoox,2022-03-22,2022,https://www.dmv.ca.gov/portal/file/zoox_032222-pdf,zoox_032222-pdf,reports/2022/zoox_032222-pdf.pdf
"Cruise March 24, 2022 (PDF)",Cruise,2022-03-24,2022,https://www.dmv.ca.gov/portal/file/cruise032422-pdf/,cruise032422-pdf,reports/2022/cruise032422-pdf.pdf
"Cruise March 26, 2022 (PDF)",Cruise,2022-03-26,2022,https://www.dmv.ca.gov/portal/file/cruise_032622-pdf/,cruise_032622-pdf,reports/2022/cruise_032622-pdf.pdf
"Waymo March 26, 2022 (PDF)",Waymo,2022-03-26,2022,https://www.dmv.ca.gov/portal/file/waymo_032622-pdf,waymo_032622-pdf,reports/2022/waymo_032622-pdf.pdf
"Pony.ai March 28, 2022 (PDF)",Pony.ai,2022-03-28,2022,https://www.dmv.ca.gov/portal/file/pony-ai_032822-pdf,pony-ai_032822-pdf,reports/2022/pony-ai_032822-pdf.pdf
"Cruise March 29, 2022 (PDF)",Cruise,2022-03-29,2022,https://www.dmv.ca.gov/portal/file/cruise_032922-pdf,cruise_032922-pdf,reports/2022/cruise_032922-pdf.pdf
"Zoox March 29, 2022 (PDF)",Zoox,2022-03-29,2022,https://www.dmv.ca.gov/portal/file/zoox_032922-pdf,zoox_032922-pdf,reports/2022/zoox_032922-pdf.pdf
"Waymo March 31, 2022 (PDF)",Waymo,2022-03-31,2022,https://www.dmv.ca.gov/portal/file/waymo_033122-pdf,waymo_033122-pdf,reports/2022/waymo_033122-pdf.pdf
"Cruise April 1, 2022 (PDF)",Cruise,2022-04-01,2022,https://www.dmv.ca.gov/portal/file/cruise_040122-pdf,cruise_040122-pdf,reports/2022/cruise_040122-pdf.pdf
"Waymo April 1, 2022 (PDF)",Waymo,2022-04-01,2022,https://www.dmv.ca.gov/portal/file/waymo_040122-pdf,waymo_040122-pdf,reports/2022/waymo_040122-pdf.pdf
"Waymo April 5, 2022 (PDF)",Waymo,2022-04-05,2022,https://www.dmv.ca.gov/portal/file/waymo_040522-pdf/,waymo_040522-pdf,reports/2022/waymo_040522-pdf.pdf
"Zoox April 6, 2022 (PDF)",Zoox,2022-04-06,2022,https://www.dmv.ca.gov/portal/file/zoox_040622-pdf/,zoox_040622-pdf,reports/2022/zoox_040622-pdf.pdf
"Waymo April 8, 2022 (PDF)",Waymo,2022-04-08,2022,https://www.dmv.ca.gov/portal/file/waymo_040822-pdf/,waymo_040822-pdf,reports/2022/waymo_040822-pdf.pdf
"Cruise April 9, 2022 (PDF)",Cruise,2022-04-09,2022,https://www.dmv.ca.gov/portal/file/cruise_040922-pdf/,cruise_040922-pdf,reports/2022/cruise_040922-pdf.pdf
"Pony.ai April 11, 2022 (PDF)",Pony.ai,2022-04-11,2022,https://www.dmv.ca.gov/portal/file/pony-ai_041122-pdf/,pony-ai_041122-pdf,reports/2022/pony-ai_041122-pdf.pdf
"Waymo April 11, 2022 (PDF)",Waymo,2022-04-11,2022,https://www.dmv.ca.gov/portal/file/waymo_041122-pdf/,waymo_041122-pdf,reports/2022/waymo_041122-pdf.pdf
"Waymo April 13, 2022 (PDF)",Waymo,2022-04-13,2022,https://www.dmv.ca.gov/portal/file/waymo_041322-pdf/,waymo_041322-pdf,reports/2022/waymo_041322-pdf.pdf
"Cruise April 16, 2022 (PDF)",Cruise,2022-04-16,2022,https://www.dmv.ca.gov/portal/file/cruise_041622-pdf/,cruise_041622-pdf,reports/2022/cruise_041622-pdf.pdf
"Cruise April 17, 2022 (PDF)",Cruise,2022-04-17,2022,https://www.dmv.ca.gov/portal/file/cruise_041722-pdf/,cruise_041722-pdf,reports/2022/cruise_041722-pdf.pdf
"Waymo April 18, 2022 (1) (PDF)",Waymo,2022-04-18,2022,https://www.dmv.ca.gov/portal/file/waymo_041822_1-pdf,waymo_041822_1-pdf,reports/2022/waymo_041822_1-pdf.pdf
"Waymo April 18, 2022 (2) (PDF)",Waymo,2022-04-18,2022,https://www.dmv.ca.gov/portal/file/waymo_041822_2-pdf,waymo_041822_2-pdf,reports/2022/waymo_041822_2-pdf.pdf
"Zoox April 22, 2022 (PDF)",Zoox,2022-04-22,2022,https://www.dmv.ca.gov/portal/file/zoo_042222-pdf/,zoo_042222-pdf,reports/2022/zoo_042222-pdf.pdf
"Cruise April 24, 2022 (PDF)",Cruise,2022-04-24,2022,https://www.dmv.ca.gov/portal/file/cruise_ol316_042422-pdf/,cruise_ol316_042422-pdf,reports/2022/cruise_ol316_042422-pdf.pdf
"Waymo April 24, 2022 (PDF)",Waymo,2022-04-24,2022,https://www.dmv.ca.gov/portal/file/waymo_ol316_042422-pdf/,waymo_ol316_042422-pdf,reports/2022/waymo_ol316_042422-pdf.pdf
"Cruise April 25, 2022 (PDF)",Cruise,2022-04-25,2022,https://www.dmv.ca.gov/portal/file/cruise_ol316_042522-pdf/,cruise_ol316_042522-pdf,reports/2022/cruise_ol316_042522-pdf.pdf
"Waymo April 26, 2022 (PDF)",Waymo,2022-04-26,2022,https://www.dmv.ca.gov/portal/file/waymo_ol316_042622-pdf/,waymo_ol316_042622-pdf,reports/2022/waymo_ol316_042622-pdf.pdf
"Zoox April 28, 2022 (PDF)",Zoox,2022-04-28,2022,https://www.dmv.ca.gov/portal/file/zoox_042822-pdf/,zoox_042822-pdf,reports/2022/zoox_042822-pdf.pdf
"Waymo April 29, 2022 (PDF)",Waymo,2022-04-29,2022,https://www.dmv.ca.gov/portal/file/waymo_ol316_042922-pdf/,waymo_ol316_042922-pdf,reports/2022/waymo_ol316_042922-pdf.pdf
"Waymo April 30, 2022 (PDF)",Waymo,2022-04-30,2022,https://www.dmv.ca.gov/portal/file/waymo_043022-pdf/,waymo_043022-pdf,reports/2022/waymo_043022-pdf.pdf
"Waymo May 4, 2022 (PDF)",Waymo,2022-05-04,2022,https://www.dmv.ca.gov/portal/file/waymo_050422-pdf/,waymo_050422-pdf,reports/2022/waymo_050422-pdf.pdf
"Waymo May 11, 2022 (PDF)",Waymo,2022-05-11,2022,https://www.dmv.ca.gov/portal/file/waymo_051122-pdf/,waymo_051122-pdf,reports/2022/waymo_051122-pdf.pdf
"Cruise May 13, 2022 (PDF)",Cruise,2022-05-13,2022,https://www.dmv.ca.gov/portal/file/cruise_051322-pdf/,cruise_051322-pdf,reports/2022/cruise_051322-pdf.pdf
"Motional May 17, 2022 (PDF)",Motional,2022-05-17,2022,https://www.dmv.ca.gov/portal/file/motional_051722-pdf/,motional_051722-pdf,reports/2022/motional_051722-pdf.pdf
"Pony.ai May 17, 2022 (PDF)",Pony.ai,2022-05-17,2022,https://www.dmv.ca.gov/portal/file/pony-ai_051722-pdf/,pony-ai_051722-pdf,reports/2022/pony-ai_051722-pdf.pdf
"Waymo May 17, 2022 (PDF)",Waymo,2022-05-17,2022,https://www.dmv.ca.gov/portal/file/waymo_051722-pdf/,waymo_051722-pdf,reports/2022/waymo_051722-pdf.pdf
"Mercedes Benz May 19, 2022 (PDF)",Mercedes Benz,2022-05-19,2022,https://www.dmv.ca.gov/portal/file/mercedes-benz_051922-pdf/,mercedes-benz_051922-pdf,reports/2022/mercedes-benz_051922-pdf.pdf
"Zoox May 20, 2022 (PDF)",Zoox,2022-05-20,2022,https://www.dmv.ca.gov/portal/file/zoox_052022-pdf/,zoox_052022-pdf,reports/2022/zoox_052022-pdf.pdf
"Waymo May 21, 2022 (PDF)",Waymo,2022-05-21,2022,https://www.dmv.ca.gov/portal/file/waymo_052122-pdf/,waymo_052122-pdf,reports/2022/waymo_052122-pdf.pdf
"Cruise May 25, 2022 (PDF)",Cruise,2022-05-25,2022,https://www.dmv.ca.gov/portal/file/cruise_052522-pdf/,cruise_052522-pdf,reports/2022/cruise_052522-pdf.pdf
"Waymo May 27, 2022 (PDF)",Waymo,2022-05-27,2022,https://www.dmv.ca.gov/portal/file/waymo_052722-pdf/,waymo_052722-pdf,reports/2022/waymo_052722-pdf.pdf
"Zoox May 31, 2022 (PDF)",Zoox,2022-05-31,2022,https://www.dmv.ca.gov/portal/file/zoox_053122-pdf/,zoox_053122-pdf,reports/2022/zoox_053122-pdf.pdf
"Waymo June 1, 2022 (PDF)",Waymo,2022-06-01,2022,https://www.dmv.ca.gov/portal/file/waymo_060122-pdf/,waymo_060122-pdf,reports/2022/waymo_060122-pdf.pdf
"Zoox June 1, 2022 (1) (PDF)",Zoox,2022-06-01,2022,https://www.dmv.ca.gov/portal/file/zoox_060122-1-pdf/,zoox_060122-1-pdf,reports/2022/zoox_060122-1-pdf.pdf
"Zoox June 1, 2022 (2) (PDF)",Zoox,2022-06-01,2022,https://www.dmv.ca.gov/portal/file/zoox_060122-2-pdf/,zoox_060122-2-pdf,reports/2022/zoox_060122-2-pdf.pdf
"Cruise June 2, 2022 (PDF)",Cruise,2022-06-02,2022,https://www.dmv.ca.gov/portal/file/cruise_060222-pdf/,cruise_060222-pdf,reports/2022/cruise_060222-pdf.pdf
"Cruise June 3, 2022 (PDF)",Cruise,2022-06-03,2022,https://www.dmv.ca.gov/portal/file/cruise_060322-pdf/,cruise_060322-pdf,reports/2022/cruise_060322-pdf.pdf
"Waymo June 5, 2022 (PDF)",Waymo,2022-06-05,2022,https://www.dmv.ca.gov/portal/file/waymo_060522-pdf/,waymo_060522-pdf,reports/2022/waymo_060522-pdf.pdf
"Zoox June 8, 2022 (PDF)",Zoox,2022-06-08,2022,https://www.dmv.ca.gov/portal/file/zoox_060822-pdf/,zoox_060822-pdf,reports/2022/zoox_060822-pdf.pdf
"Zoox June 11, 2022 (PDF)",Zoox,2022-06-11,2022,https://www.dmv.ca.gov/portal/file/zoox_061122-pdf/,zoox_061122-pdf,reports/2022/zoox_061122-pdf.pdf
"Apple June 14, 2022 (PDF)",Apple,2022-06-14,2022,https://www.dmv.ca.gov/portal/file/apple_061422-pdf/,apple_061422-pdf,reports/2022/apple_061422-pdf.pdf
"Cruise June 17, 2022 (PDF)",Cruise,2022-06-17,2022,https://www.dmv.ca.gov/portal/file/cruise_061722-pdf/,cruise_061722-pdf,reports/2022/cruise_061722-pdf.pdf
"Waymo June 21, 2022 (PDF)",Waymo,2022-06-21,2022,https://www.dmv.ca.gov/portal/file/waymo_062122-pdf/,waymo_062122-pdf,reports/2022/waymo_062122-pdf.pdf
"Zoox June 28, 2022 (PDF)",Zoox,2022-06-28,2022,https://www.dmv.ca.gov/portal/file/zoox_062822-pdf/,zoox_062822-pdf,reports/2022/zoox_062822-pdf.pdf
"Cruise June 29, 2022 (PDF)",Cruise,2022-06-29,2022,https://www.dmv.ca.gov/portal/file/cruise_062922-pdf/,cruise_062922-pdf,reports/2022/cruise_062922-pdf.pdf
"Waymo July 1, 2022 (PDF)",Waymo,2022-07-01,2022,https://www.dmv.ca.gov/portal/file/waymo_070122-pdf/,waymo_070122-pdf,reports/2022/waymo_070122-pdf.pdf
"Waymo July 2, 2022 (1) (PDF)",Waymo,2022-07-02,2022,https://www.dmv.ca.gov/portal/file/waymo_070222_1-pdf/,waymo_070222_1-pdf,reports/2022/waymo_070222_1-pdf.pdf
"Waymo July 2, 2022 (2) (PDF)",Waymo,2022-07-02,2022,https://www.dmv.ca.gov/portal/file/waymo_070222_2-pdf/,waymo_070222_2-pdf,reports/2022/waymo_070222_2-pdf.pdf
"Waymo July 3, 2022 (PDF)",Waymo,2022-07-03,2022,https://www.dmv.ca.gov/portal/file/waymo_070322-pdf/,waymo_070322-pdf,reports/2022/waymo_070322-pdf.pdf
"Waymo July 5, 2022 (PDF)",Waymo,2022-07-05,2022,https://www.dmv.ca.gov/portal/file/waymo_070522-pdf/,waymo_070522-pdf,reports/2022/waymo_070522-pdf.pdf
"Zoox July 8, 2022 (PDF)",Zoox,2022-07-08,2022,https://www.dmv.ca.gov/portal/file/zoox_070822-pdf/,zoox_070822-pdf,reports/2022/zoox_070822-pdf.pdf
"Cruise July 14, 2022 (PDF)",Cruise,2022-07-14,2022,https://www.dmv.ca.gov/portal/file/cruise_071422-pdf/,cruise_071422-pdf,reports/2022/cruise_071422-pdf.pdf
"Cruise July 16, 2022 (PDF)",Cruise,2022-07-16,2022,https://www.dmv.ca.gov/portal/file/cruise_071622-pdf/,cruise_071622-pdf,reports/2022/cruise_071622-pdf.pdf
"Cruise July 18, 2022 (PDF)",Cruise,2022-07-18,2022,https://www.dmv.ca.gov/portal/file/cruise_071822-pdf/,cruise_071822-pdf,reports/2022/cruise_071822-pdf.pdf
"Zoox July 22, 2022 (PDF)",Zoox,2022-07-22,2022,https://www.dmv.ca.gov/portal/file/zoox_072222-pdf/,zoox_072222-pdf,reports/2022/zoox_072222-pdf.pdf
"Waymo July 24, 2022 (PDF)",Waymo,2022-07-24,2022,https://www.dmv.ca.gov/portal/file/waymo_072422-pdf/,waymo_072422-pdf,reports/2022/waymo_072422-pdf.pdf
"Cruise August 2, 2022 (PDF)",Cruise,2022-08-02,2022,https://www.dmv.ca.gov/portal/file/cruise_080222-pdf/,cruise_080222-pdf,reports/2022/cruise_080222-pdf.pdf
"Woven Planet August 8, 2022 (PDF)",Woven Planet,2022-08-08,2022,https://www.dmv.ca.gov/portal/file/woven_planet_080822-pdf/,woven_planet_080822-pdf,reports/2022/woven_planet_080822-pdf.pdf
"Waymo August 10, 2022 (PDF)",Waymo,2022-08-10,2022,https://www.dmv.ca.gov/portal/file/waymo_081022-pdf/,waymo_081022-pdf,reports/2022/waymo_081022-pdf.pdf
"Waymo August 13, 2022 (PDF)",Waymo,2022-08-13,2022,https://www.dmv.ca.gov/portal/file/waymo_081322-pdf/,waymo_081322-pdf,reports/2022/waymo_081322-pdf.pdf
"Waymo August 14, 2022 (PDF)",Waymo,2022-08-14,2022,https://www.dmv.ca.gov/portal/file/waymo_081422-pdf/,waymo_081422-pdf,reports/2022/waymo_081422-pdf.pdf
"Cruise August 16, 2022 (PDF)",Cruise,2022-08-16,2022,https://www.dmv.ca.gov/portal/file/cruise_081622-pdf/,cruise_081622-pdf,reports/2022/cruise_081622-pdf.pdf
"Waymo August 16, 2022 (1) (PDF)",Waymo,2022-08-16,2022,https://www.dmv.ca.gov/portal/file/waymo_081622_1-pdf/,waymo_081622_1-pdf,reports/2022/waymo_081622_1-pdf.pdf
"Waymo August 16, 2022 (2) (PDF)",Waymo,2022-08-16,2022,https://www.dmv.ca.gov/portal/file/waymo_081622_2-pdf/,waymo_081622_2-pdf,reports/2022/waymo_081622_2-pdf.pdf
"Zoox August 23, 2022 (PDF)",Zoox,2022-08-23,2022,https://www.dmv.ca.gov/portal/file/zoox_082322-pdf/,zoox_082322-pdf,reports/2022/zoox_082322-pdf.pdf
"Waymo August 25, 2022 (PDF)",Waymo,2022-08-25,2022,https://www.dmv.ca.gov/portal/file/waymo_082522-pdf/,waymo_082522-pdf,reports/2022/waymo_082522-pdf.pdf
"Zoox August 30, 2022 (PDF)",Zoox,2022-08-30,2022,https://www.dmv.ca.gov/portal/file/zoox_083022-pdf/,zoox_083022-pdf,reports/2022/zoox_083022-pdf.pdf
"Cruise September 1, 2022 (PDF)",Cruise,2022-09-01,2022,https://www.dmv.ca.gov/portal/file/cruise_090122-pdf/,cruise_090122-pdf,reports/2022/cruise_090122-pdf.pdf
"Zoox September 1, 2022 (PDF)",Zoox,2022-09-01,2022,https://www.dmv.ca.gov/portal/file/zoox_090122-pdf/,zoox_090122-pdf,reports/2022/zoox_090122-pdf.pdf
"Cruise September 4, 2022 (PDF)",Cruise,2022-09-04,2022,https://www.dmv.ca.gov/portal/file/cruise_090422-pdf/,cruise_090422-pdf,reports/2022/cruise_090422-pdf.pdf
"Cruise September 5, 2022 (PDF)",Cruise,2022-09-05,2022,https://www.dmv.ca.gov/portal/file/cruise_090522-pdf/,cruise_090522-pdf,reports/2022/cruise_090522-pdf.pdf
"Waymo September 10, 2022 (PDF)",Waymo,2022-09-10,2022,https://www.dmv.ca.gov/portal/file/waymo_091022-pdf/,waymo_091022-pdf,reports/2022/waymo_091022-pdf.pdf
"Zoox September 14, 2022 (PDF)",Zoox,2022-09-14,2022,https://www.dmv.ca.gov/portal/file/zoox_091422-pdf/,zoox_091422-pdf,reports/2022/zoox_091422-pdf.pdf
"Waymo September 15, 2022 (PDF)",Waymo,2022-09-15,2022,https://www.dmv.ca.gov/portal/file/waymo_091522-pdf/,waymo_091522-pdf,reports/2022/waymo_091522-pdf.pdf
"Waymo September 17, 2022 (PDF)",Waymo,2022-09-17,2022,https://www.dmv.ca.gov/portal/file/waymo_091722-pdf/,waymo_091722-pdf,reports/2022/waymo_091722-pdf.pdf
"Argo AI September 22, 2022 (PDF)",Argo AI,2022-09-22,2022,https://www.dmv.ca.gov/portal/file/argo_092222-pdf/,argo_092222-pdf,reports/2022/argo_092222-pdf.pdf
"Zoox October 3, 2022 (PDF)",Zoox,2022-10-03,2022,https://www.dmv.ca.gov/portal/file/zoox_100322-pdf/,zoox_100322-pdf,reports/2022/zoox_100322-pdf.pdf
"Ghost Autonomy Inc October 7, 2022 (PDF)",Ghost Autonomy Inc,2022-10-07,2022,https://www.dmv.ca.gov/portal/file/ghost_100722-pdf/,ghost_100722-pdf,reports/2022/ghost_100722-pdf.pdf
"Apple October 10, 2022 (PDF)",Apple,2022-10-10,2022,https://www.dmv.ca.gov/portal/file/apple_101022-pdf/,apple_101022-pdf,reports/2022/apple_101022-pdf.pdf
"Zoox October 14, 2022 (PDF)",Zoox,2022-10-14,2022,https://www.dmv.ca.gov/portal/file/zoox_101422-pdf/,zoox_101422-pdf,reports/2022/zoox_101422-pdf.pdf
"Apple October 20, 2022 (PDF)",Apple,2022-10-20,2022,https://www.dmv.ca.gov/portal/file/apple_102022-pdf/,apple_102022-pdf,reports/2022/apple_102022-pdf.pdf
"Waymo October 21, 2022 (PDF)",Waymo,2022-10-21,2022,https://www.dmv.ca.gov/portal/file/waymo_102122-pdf/,waymo_102122-pdf,reports/2022/waymo_102122-pdf.pdf
"Waymo November 3, 2022 (PDF)",Waymo,2022-11-03,2022,https://www.dmv.ca.gov/portal/file/waymo_110322-pdf/,waymo_110322-pdf,reports/2022/waymo_110322-pdf.pdf
"Zoox November 4, 2022 (PDF)",Zoox,2022-11-04,2022,https://www.dmv.ca.gov/portal/file/zoox_110422-pdf/,zoox_110422-pdf,reports/2022/zoox_110422-pdf.pdf
"Waymo November 8, 2022 (PDF)",Waymo,2022-11-08,2022,https://www.dmv.ca.gov/portal/file/waymo_110822-pdf/,waymo_110822-pdf,reports/2022/waymo_110822-pdf.pdf
"Zoox November 14, 2022 (PDF)",Zoox,2022-11-14,2022,https://www.dmv.ca.gov/portal/file/zoox_111422-pdf/,zoox_111422-pdf,reports/2022/zoox_111422-pdf.pdf
