title,manufacturer,report_date,year_folder,page_url,slug,local_path
"Waymo March 16, 2025 (PDF)",Waymo,2025-03-16,2025,https://www.dmv.ca.gov/portal/file/waymo_03162025-pdf/,waymo_03162025-pdf,reports/2025/waymo_03162025-pdf.pdf
"Waymo March 20, 2025 (PDF)",Waymo,2025-03-20,2025,https://www.dmv.ca.gov/portal/file/waymo_032025-pdf/,waymo_032025-pdf,reports/2025/waymo_032025-pdf.pdf
"Waymo March 27, 2025 (PDF)",Waymo,2025-03-27,2025,https://www.dmv.ca.gov/portal/file/waymo_032725-pdf/,waymo_032725-pdf,reports/2025/waymo_032725-pdf.pdf
"Waymo March 28, 2025 (PDF)",Waymo,2025-03-28,2025,https://www.dmv.ca.gov/portal/file/waymo_032825-pdf/,waymo_032825-pdf,reports/2025/waymo_032825-pdf.pdf
"Zoox, Inc. March 28, 2025 (PDF)","Zoox, Inc.",2025-03-28,2025,https://www.dmv.ca.gov/portal/file/zoox_032825-pdf/,zoox_032825-pdf,reports/2025/zoox_032825-pdf.pdf
"Pony.ai March 29, 2025 (PDF)",Pony.ai,2025-03-29,2025,https://www.dmv.ca.gov/portal/file/pony-ai_032925-pdf/,pony-ai_032925-pdf,reports/2025/pony-ai_032925-pdf.pdf
"Zoox April 4, 2025 (PDF)",Zoox,2025-04-04,2025,https://www.dmv.ca.gov/portal/file/zoox_040425-pdf/,zoox_040425-pdf,reports/2025/zoox_040425-pdf.pdf
"Zoox April 4, 2025 Narrative (PDF)",Zoox,2025-04-04,2025,https://www.dmv.ca.gov/portal/file/zoox_040425_narrative-pdf/,zoox_040425_narrative-pdf,reports/2025/zoox_040425_narrative-pdf.pdf
"Zoox April 11, 2025 (PDF)",Zoox,2025-04-11,2025,https://www.dmv.ca.gov/portal/file/zoox_04112025/,zoox_04112025,reports/2025/zoox_04112025.pdf
"Zoox April 24, 2025 (PDF)",Zoox,2025-04-24,2025,https://www.dmv.ca.gov/portal/file/zoox_04242025-pdf/,zoox_04242025-pdf,reports/2025/zoox_04242025-pdf.pdf
"Waymo April 25, 2025 (PDF)",Waymo,2025-04-25,2025,https://www.dmv.ca.gov/portal/file/waymo_04252025-pdf/,waymo_04252025-pdf,reports/2025/waymo_04252025-pdf.pdf
"Waymo April 26, 2025 (PDF)",Waymo,2025-04-26,2025,https://www.dmv.ca.gov/portal/file/waymo_04262025-pdf/,waymo_04262025-pdf,reports/2025/waymo_04262025-pdf.pdf
"Waymo May 1, 2025 (PDF)",Waymo,2025-05-01,2025,https://www.dmv.ca.gov/portal/file/waymo_05012025-pdf/,waymo_05012025-pdf,reports/2025/waymo_05012025-pdf.pdf
"WeRide Corp May 2, 2025 (PDF)",WeRide Corp,2025-05-02,2025,https://www.dmv.ca.gov/portal/file/weride_05022025-pdf/,weride_05022025-pdf,reports/2025/weride_05022025-pdf.pdf
"Zoox May 05, 2025 (PDF)",Zoox,2025-05-05,2025,https://www.dmv.ca.gov/portal/file/zoox_05052025-pdf/,zoox_05052025-pdf,reports/2025/zoox_05052025-pdf.pdf
"Zoox May 08, 2025 (PDF)",Zoox,2025-05-08,2025,https://www.dmv.ca.gov/portal/file/zoox_05082025-pdf/,zoox_05082025-pdf,reports/2025/zoox_05082025-pdf.pdf
"Waymo May 10, 2025 (1) (PDF)",Waymo,2025-05-10,2025,https://www.dmv.ca.gov/portal/file/waymo_05102025_1-pdf/,waymo_05102025_1-pdf,reports/2025/waymo_05102025_1-pdf.pdf
"Waymo May 10, 2025 (2) (PDF)",Waymo,2025-05-10,2025,https://www.dmv.ca.gov/portal/file/waymo_05102025_2-pdf/,waymo_05102025_2-pdf,reports/2025/waymo_05102025_2-pdf.pdf
"Zoox May 10, 2025 (1) (PDF)",Zoox,2025-05-10,2025,https://www.dmv.ca.gov/portal/file/zoox_05102025_1-pdf/,zoox_05102025_1-pdf,reports/2025/zoox_05102025_1-pdf.pdf
"Zoox May 10, 2025 (2) (PDF)",Zoox,2025-05-10,2025,https://www.dmv.ca.gov/portal/file/zoox_05102025_2-pdf/,zoox_05102025_2-pdf,reports/2025/zoox_05102025_2-pdf.pdf
"Zoox May 13, 2025 (PDF)",Zoox,2025-05-13,2025,https://www.dmv.ca.gov/portal/file/zoox_05132025-pdf/,zoox_05132025-pdf,reports/2025/zoox_05132025-pdf.pdf
"Waymo May 14, 2025 (PDF)",Waymo,2025-05-14,2025,https://www.dmv.ca.gov/portal/file/waymo_05142025-pdf/,waymo_05142025-pdf,reports/2025/waymo_05142025-pdf.pdf
"Zoox May 21, 2025 (PDF)",Zoox,2025-05-21,2025,https://www.dmv.ca.gov/portal/file/zoox_05212025-pdf/,zoox_05212025-pdf,reports/2025/zoox_05212025-pdf.pdf
"Waymo May 29, 2025 (PDF)",Waymo,2025-05-29,2025,https://www.dmv.ca.gov/portal/file/waymo_05292025-pdf/,waymo_05292025-pdf,reports/2025/waymo_05292025-pdf.pdf
"Zoox May 29, 2025 (PDF)",Zoox,2025-05-29,2025,https://www.dmv.ca.gov/portal/file/zoox_05292025-pdf/,zoox_05292025-pdf,reports/2025/zoox_05292025-pdf.pdf
"Nuro June 10, 2025 (PDF)",Nuro,2025-06-10,2025,https://www.dmv.ca.gov/portal/file/nuro_06102025-pdf/,nuro_06102025-pdf,reports/2025/nuro_06102025-pdf.pdf
"Waymo June 12, 2025 (PDF)",Waymo,2025-06-12,2025,https://www.dmv.ca.gov/portal/file/waymo_06122025-pdf/,waymo_06122025-pdf,reports/2025/waymo_06122025-pdf.pdf
"Zoox June 12, 2025 (PDF)",Zoox,2025-06-12,2025,https://www.dmv.ca.gov/portal/file/zoox_06122025-pdf/,zoox_06122025-pdf,reports/2025/zoox_06122025-pdf.pdf
"Waymo June 17, 2025 (PDF)",Waymo,2025-06-17,2025,https://www.dmv.ca.gov/portal/file/waymo_06172025-pdf/,waymo_06172025-pdf,reports/2025/waymo_06172025-pdf.pdf
"Zoox June 18, 2025 (PDF)",Zoox,2025-06-18,2025,https://www.dmv.ca.gov/portal/file/zoox_06182025-pdf/,zoox_06182025-pdf,reports/2025/zoox_06182025-pdf.pdf
"Waymo June 20, 2025 (PDF)",Waymo,2025-06-20,2025,https://www.dmv.ca.gov/portal/file/waymo_06202025-pdf/,waymo_06202025-pdf,reports/2025/waymo_06202025-pdf.pdf
"Zoox June 20, 2025 (PDF)",Zoox,2025-06-20,2025,https://www.dmv.ca.gov/portal/file/zoox_06202025-pdf/,zoox_06202025-pdf,reports/2025/zoox_06202025-pdf.pdf
"Waymo June 21, 2025 (PDF)",Waymo,2025-06-21,2025,https://www.dmv.ca.gov/portal/file/waymo_06212025-pdf/,waymo_06212025-pdf,reports/2025/waymo_06212025-pdf.pdf
"Zoox June 23, 2025 (PDF)",Zoox,2025-06-23,2025,https://www.dmv.ca.gov/portal/file/zoox_06232025-pdf/,zoox_06232025-pdf,reports/2025/zoox_06232025-pdf.pdf
"Zoox June 26, 2025 (PDF)",Zoox,2025-06-26,2025,https://www.dmv.ca.gov/portal/file/zoox_06262025-pdf/,zoox_06262025-pdf,reports/2025/zoox_06262025-pdf.pdf
"Waymo July 2, 2025 (PDF)",Waymo,2025-07-02,2025,https://www.dmv.ca.gov/portal/file/waymo_07022025-pdf/,waymo_07022025-pdf,reports/2025/waymo_07022025-pdf.pdf
"Zoox July 7, 2025 (PDF)",Zoox,2025-07-07,2025,https://www.dmv.ca.gov/portal/file/zoox_070725-pdf/,zoox_070725-pdf,reports/2025/zoox_070725-pdf.pdf
"Waymo July 16, 2025 (1) (PDF)",Waymo,2025-07-16,2025,https://www.dmv.ca.gov/portal/file/waymo_071625_1-pdf/,waymo_071625_1-pdf,reports/2025/waymo_071625_1-pdf.pdf
"Waymo July 16, 2025 (2) (PDF)",Waymo,2025-07-16,2025,https://www.dmv.ca.gov/portal/file/waymo_071625_2-pdf/,waymo_071625_2-pdf,reports/2025/waymo_071625_2-pdf.pdf
"Zoox July 18, 2025 (PDF)",Zoox,2025-07-18,2025,https://www.dmv.ca.gov/portal/file/zoox_071825-pdf/,zoox_071825-pdf,reports/2025/zoox_071825-pdf.pdf
"Zoox July 19, 2025 (PDF)",Zoox,2025-07-19,2025,https://www.dmv.ca.gov/portal/file/zoox_071925-pdf/,zoox_071925-pdf,reports/2025/zoox_071925-pdf.pdf
"Waymo July 20, 2025 (PDF)",Waymo,2025-07-20,2025,https://www.dmv.ca.gov/portal/file/waymo_07202025-pdf/,waymo_07202025-pdf,reports/2025/waymo_07202025-pdf.pdf
"Waymo July 21, 2025 (PDF)",Waymo,2025-07-21,2025,https://www.dmv.ca.gov/portal/file/waymo_07212025-pdf/,waymo_07212025-pdf,reports/2025/waymo_07212025-pdf.pdf
"Waymo July 22, 2025 (PDF)",Waymo,2025-07-22,2025,https://www.dmv.ca.gov/portal/file/waymo_072225-pdf/,waymo_072225-pdf,reports/2025/waymo_072225-pdf.pdf
"Waymo July 23, 2025 (PDF)",Waymo,2025-07-23,2025,https://www.dmv.ca.gov/portal/file/waymo_072325-pdf/,waymo_072325-pdf,reports/2025/waymo_072325-pdf.pdf
"Waymo July 26, 2025 (PDF)",Waymo,2025-07-26,2025,https://www.dmv.ca.gov/portal/file/waymo_072625-pdf/,waymo_072625-pdf,reports/2025/waymo_072625-pdf.pdf
"Zoox July 27, 2025 (PDF)",Zoox,2025-07-27,2025,https://www.dmv.ca.gov/portal/file/zoox_072725-pdf/,zoox_072725-pdf,reports/2025/zoox_072725-pdf.pdf
"Waymo July 29, 2025 (PDF)",Waymo,2025-07-29,2025,https://www.dmv.ca.gov/portal/file/waymo_072925-pdf/,waymo_072925-pdf,reports/2025/waymo_072925-pdf.pdf
"Nuro July 30, 2025 (PDF)",Nuro,2025-07-30,2025,https://www.dmv.ca.gov/portal/file/nuro_073025-pdf/,nuro_073025-pdf,reports/2025/nuro_073025-pdf.pdf
"Waymo July 31, 2025 (1) (PDF)",Waymo,2025-07-31,2025,https://www.dmv.ca.gov/portal/file/waymo_073125_1-pdf/,waymo_073125_1-pdf,reports/2025/waymo_073125_1-pdf.pdf
"Waymo July 31, 2025 (2) (PDF)",Waymo,2025-07-31,2025,https://www.dmv.ca.gov/portal/file/waymo_073125_2-pdf/,waymo_073125_2-pdf,reports/2025/waymo_073125_2-pdf.pdf
"Zoox August 7, 2025 (PDF)",Zoox,2025-08-07,2025,https://www.dmv.ca.gov/portal/file/zoox_080725-pdf/,zoox_080725-pdf,reports/2025/zoox_080725-pdf.pdf
"Waymo August 10, 2025 (PDF)",Waymo,2025-08-10,2025,https://www.dmv.ca.gov/portal/file/waymo_081025_redacted-pdf/,waymo_081025_redacted-pdf,reports/2025/waymo_081025_redacted-pdf.pdf
"Waymo August 21, 2025 (1) (PDF)",Waymo,2025-08-21,2025,https://www.dmv.ca.gov/portal/file/waymo_082125-1-pdf/,waymo_082125-1-pdf,reports/2025/waymo_082125-1-pdf.pdf
"Waymo August 21, 2025 (2) (PDF)",Waymo,2025-08-21,2025,https://www.dmv.ca.gov/portal/file/waymo_082125-2-pdf/,waymo_082125-2-pdf,reports/2025/waymo_082125-2-pdf.pdf
Waymo August 21 2025 (3) (PDF),Waymo,2025-08-21,2025,https://www.dmv.ca.gov/portal/file/waymo_082125-3-pdf/,waymo_082125-3-pdf,reports/2025/waymo_082125-3-pdf.pdf
"Zoox August 21, 2025 (PDF)",Zoox,2025-08-21,2025,https://www.dmv.ca.gov/portal/file/zoox_082125_redacted-pdf,zoox_082125_redacted-pdf,reports/2025/zoox_082125_redacted-pdf.pdf
"Waymo August 22, 2025 (PDF)",Waymo,2025-08-22,2025,https://www.dmv.ca.gov/portal/file/waymo_082225-pdf/,waymo_082225-pdf,reports/2025/waymo_082225-pdf.pdf
"Ohmio August 23, 2025 (PDF)",Ohmio,2025-08-23,2025,https://www.dmv.ca.gov/portal/file/ohmio_08232025-pdf/,ohmio_08232025-pdf,reports/2025/ohmio_08232025-pdf.pdf
"Waymo August 24, 2025 (PDF)",Waymo,2025-08-24,2025,https://www.dmv.ca.gov/portal/file/waymo_082425-pdf/,waymo_082425-pdf,reports/2025/waymo_082425-pdf.pdf
"Zoox August 26, 2025 (PDF)",Zoox,2025-08-26,2025,https://www.dmv.ca.gov/portal/file/zoox_082625-pdf/,zoox_082625-pdf,reports/2025/zoox_082625-pdf.pdf
"Waymo August 29, 2025 (PDF)",Waymo,2025-08-29,2025,https://www.dmv.ca.gov/portal/file/waymo_082925-pdf/,waymo_082925-pdf,reports/2025/waymo_082925-pdf.pdf
"Waymo September 1, 2025 (PDF)",Waymo,2025-09-01,2025,https://www.dmv.ca.gov/portal/file/waymo_090125_redacted-pdf/,waymo_090125_redacted-pdf,reports/2025/waymo_090125_redacted-pdf.pdf
"Nuro September 2, 2025 (PDF)",Nuro,2025-09-02,2025,https://www.dmv.ca.gov/portal/file/nuro_090225_redeacted-pdf/,nuro_090225_redeacted-pdf,reports/2025/nuro_090225_redeacted-pdf.pdf
"Waymo September 3, 2025 (PDF)",Waymo,2025-09-03,2025,https://www.dmv.ca.gov/portal/file/waymo_09032025-pdf/,waymo_09032025-pdf,reports/2025/waymo_09032025-pdf.pdf
"Zoox September 9, 2025 (PDF)",Zoox,2025-09-09,2025,https://www.dmv.ca.gov/portal/file/zoox_090925_redacted-pdf/,zoox_090925_redacted-pdf,reports/2025/zoox_090925_redacted-pdf.pdf
"Waymo September 10, 2025 (PDF)",Waymo,2025-09-10,2025,https://www.dmv.ca.gov/portal/file/waymo_091025_redacted-pdf/,waymo_091025_redacted-pdf,reports/2025/waymo_091025_redacted-pdf.pdf
"Waymo September 11, 2025 (PDF)",Waymo,2025-09-11,2025,https://www.dmv.ca.gov/portal/file/waymo_091125_redacted-pdf/,waymo_091125_redacted-pdf,reports/2025/waymo_091125_redacted-pdf.pdf
"Zoox September 18, 2025 (PDF)",Zoox,2025-09-18,2025,https://www.dmv.ca.gov/portal/file/zoox_091825_redacted-pdf/,zoox_091825_redacted-pdf,reports/2025/zoox_091825_redacted-pdf.pdf
"Waymo September 19, 2025 (PDF)",Waymo,2025-09-19,2025,https://www.dmv.ca.gov/portal/file/waymo_09192025-pdf/,waymo_09192025-pdf,reports/2025/waymo_09192025-pdf.pdf
"Waymo September 23, 2025 (PDF)",Waymo,2025-09-23,2025,https://www.dmv.ca.gov/portal/file/waymo_09232025-pdf/,waymo_09232025-pdf,reports/2025/waymo_09232025-pdf.pdf
"Waymo September 24, 2025 (PDF)",Waymo,2025-09-24,2025,https://www.dmv.ca.gov/portal/file/waymo_09242025-pdf/,waymo_09242025-pdf,reports/2025/waymo_09242025-pdf.pdf
"Waymo September 25, 2025 (PDF)",Waymo,2025-09-25,2025,https://www.dmv.ca.gov/portal/file/waymo_09252025-pdf/,waymo_09252025-pdf,reports/2025/waymo_09252025-pdf.pdf
"Waymo September 26, 2025 (PDF)",Waymo,2025-09-26,2025,https://www.dmv.ca.gov/portal/file/waymo_09262025-pdf/,waymo_09262025-pdf,reports/2025/waymo_09262025-pdf.pdf
"Waymo September 28, 2025 (PDF)",Waymo,2025-09-28,2025,https://www.dmv.ca.gov/portal/file/waymo_09282025-pdf/,waymo_09282025-pdf,reports/2025/waymo_09282025-pdf.pdf
"Zoox September 28, 2025 (PDF)",Zoox,2025-09-28,2025,https://www.dmv.ca.gov/portal/file/zoox_09282025-pdf/,zoox_09282025-pdf,reports/2025/zoox_09282025-pdf.pdf
"Waymo October 3, 2025 (PDF)",Waymo,2025-10-03,2025,https://www.dmv.ca.gov/portal/file/waymo_100325_redacted-pdf/,waymo_100325_redacted-pdf,reports/2025/waymo_100325_redacted-pdf.pdf
"Waymo October 4, 2025 (PDF)",Waymo,2025-10-04,2025,https://www.dmv.ca.gov/portal/file/waymo_100425_redacted-pdf/,waymo_100425_redacted-pdf,reports/2025/waymo_100425_redacted-pdf.pdf
"Waymo October 7, 2025 (PDF)",Waymo,2025-10-07,2025,https://www.dmv.ca.gov/portal/file/waymo_100725_redacted-pdf/,waymo_100725_redacted-pdf,reports/2025/waymo_100725_redacted-pdf.pdf
"Waymo October 9, 2025 (1) (PDF)",Waymo,2025-10-09,2025,https://www.dmv.ca.gov/portal/file/waymo_100925_redacted_1-pdf/,waymo_100925_redacted_1-pdf,reports/2025/waymo_100925_redacted_1-pdf.pdf
"Waymo October 9, 2025 (2) (PDF)",Waymo,2025-10-09,2025,https://www.dmv.ca.gov/portal/file/waymo_100925_redacted_2-pdf/,waymo_100925_redacted_2-pdf,reports/2025/waymo_100925_redacted_2-pdf.pdf
"Waymo October 11, 2025 (PDF)",Waymo,2025-10-11,2025,https://www.dmv.ca.gov/portal/file/waymo_101125_redacted-pdf/,waymo_101125_redacted-pdf,reports/2025/waymo_101125_redacted-pdf.pdf
"Waymo October 12, 2025 (PDF)",Waymo,2025-10-12,2025,https://www.dmv.ca.gov/portal/file/waymo_101225_redacted-pdf/,waymo_101225_redacted-pdf,reports/2025/waymo_101225_redacted-pdf.pdf
"Waymo October 14, 2025 (PDF)",Waymo,2025-10-14,2025,https://www.dmv.ca.gov/portal/file/waymo_101425_redacted-pdf/,waymo_101425_redacted-pdf,reports/2025/waymo_101425_redacted-pdf.pdf
"Waymo October 15, 2025 (PDF)",Waymo,2025-10-15,2025,https://www.dmv.ca.gov/portal/file/waymo_101525_redacted-pdf/,waymo_101525_redacted-pdf,reports/2025/waymo_101525_redacted-pdf.pdf
"Zoox October 15, 2025 (PDF)",Zoox,2025-10-15,2025,https://www.dmv.ca.gov/portal/file/zoox_101525-pdf/,zoox_101525-pdf,reports/2025/zoox_101525-pdf.pdf
"Waymo October 17, 2025 (PDF)",Waymo,2025-10-17,2025,https://www.dmv.ca.gov/portal/file/waymo_101725-pdf/,waymo_101725-pdf,reports/2025/waymo_101725-pdf.pdf
"Waymo October 20, 2025 (PDF)",Waymo,2025-10-20,2025,https://www.dmv.ca.gov/portal/file/waymo_102025-pdf/,waymo_102025-pdf,reports/2025/waymo_102025-pdf.pdf
"Waymo October 22, 2025 (PDF)",Waymo,2025-10-22,2025,https://www.dmv.ca.gov/portal/file/waymo_102225-pdf/,waymo_102225-pdf,reports/2025/waymo_102225-pdf.pdf
"Zoox October 23, 2025 (PDF)",Zoox,2025-10-23,2025,https://www.dmv.ca.gov/portal/file/zoox_102325-pdf/,zoox_102325-pdf,reports/2025/zoox_102325-pdf.pdf
"Waymo October 30, 2025 (PDF)",Waymo,2025-10-30,2025,https://www.dmv.ca.gov/portal/file/waymo_103025-pdf/,waymo_103025-pdf,reports/2025/waymo_103025-pdf.pdf
"Waymo November 6, 2025 (PDF)",Waymo,2025-11-06,2025,https://www.dmv.ca.gov/portal/file/waymo_110625-pdf/,waymo_110625-pdf,reports/2025/waymo_110625-pdf.pdf
"Waymo November 10, 2025 (PDF)",Waymo,2025-11-10,2025,https://www.dmv.ca.gov/portal/file/waymo_111025-pdf/,waymo_111025-pdf,reports/2025/waymo_111025-pdf.pdf
"Waymo November 11, 2025 (PDF)",Waymo,2025-11-11,2025,https://www.dmv.ca.gov/portal/file/waymo_111125-pdf/,waymo_111125-pdf,reports/2025/waymo_111125-pdf.pdf
"Waymo November 12, 2025 (PDF)",Waymo,2025-11-12,2025,https://www.dmv.ca.gov/portal/file/waymo_111225-pdf/,waymo_111225-pdf,reports/2025/waymo_111225-pdf.pdf
"Tensor November 18, 2025 (PDF)",Tensor,2025-11-18,2025,https://www.dmv.ca.gov/portal/file/tensor_111825-pdf/,tensor_111825-pdf,reports/2025/tensor_111825-pdf.pdf
"Waymo November 20, 2025 (PDF)",Waymo,2025-11-20,2025,https://www.dmv.ca.gov/portal/file/waymo_112025-pdf/,waymo_112025-pdf,reports/2025/waymo_112025-pdf.pdf
"Waymo November 23, 2025 (PDF)",Waymo,2025-11-23,2025,https://www.dmv.ca.gov/portal/file/waymo_11232025-pdf/,waymo_11232025-pdf,reports/2025/waymo_11232025-pdf.pdf
"Waymo November 24, 2025 (1) (PDF)",Waymo,2025-11-24,2025,https://www.dmv.ca.gov/portal/file/waymo_11242025_1-pdf/,waymo_11242025_1-pdf,reports/2025/waymo_11242025_1-pdf.pdf
"Waymo November 24, 2025 (2) (PDF)",Waymo,2025-11-24,2025,https://www.dmv.ca.gov/portal/file/waymo_11242025_2-pdf/,waymo_11242025_2-pdf,reports/2025/waymo_11242025_2-pdf.pdf
"Zoox November 25, 2025 (PDF)",Zoox,2025-11-25,2025,https://www.dmv.ca.gov/portal/file/zoox_11252025-pdf/,zoox_11252025-pdf,reports/2025/zoox_11252025-pdf.pdf
"Waymo November 26, 2025 (PDF)",Waymo,2025-11-26,2025,https://www.dmv.ca.gov/portal/file/waymo_112625-pdf/,waymo_112625-pdf,reports/2025/waymo_112625-pdf.pdf
"Waymo December 4, 2025 (PDF)",Waymo,2025-12-04,2025,https://www.dmv.ca.gov/portal/file/waymo_120425-pdf/,waymo_120425-pdf,reports/2025/waymo_120425-pdf.pdf
"Zoox December 8, 2025 (PDF)",Zoox,2025-12-08,2025,https://www.dmv.ca.gov/portal/file/zoox_12082025-pdf/,zoox_12082025-pdf,reports/2025/zoox_12082025-pdf.pdf
"Waymo December 10, 2025 (1) (PDF)",Waymo,2025-12-10,2025,https://www.dmv.ca.gov/portal/file/waymo_121025-1-pdf/,waymo_121025-1-pdf,reports/2025/waymo_121025-1-pdf.pdf
"Waymo December 10, 2025 (2) (PDF)",Waymo,2025-12-10,2025,https://www.dmv.ca.gov/portal/file/waymo_121025-2-pdf/,waymo_121025-2-pdf,reports/2025/waymo_121025-2-pdf.pdf
"Waymo December 12, 2025 (PDF)",Waymo,2025-12-12,2025,https://www.dmv.ca.gov/portal/file/waymo_121225-pdf/,waymo_121225-pdf,reports/2025/waymo_121225-pdf.pdf
"Zoox December 13, 2025 (PDF)",Zoox,2025-12-13,2025,https://www.dmv.ca.gov/portal/file/zoox_121325-pdf/,zoox_121325-pdf,reports/2025/zoox_121325-pdf.pdf
"Zoox December 14, 2025 (PDF)",Zoox,2025-12-14,2025,https://www.dmv.ca.gov/portal/file/zoox_121425-pdf/,zoox_121425-pdf,reports/2025/zoox_121425-pdf.pdf
"Waymo December 15, 2025 (PDF)",Waymo,2025-12-15,2025,https://www.dmv.ca.gov/portal/file/waymo_121525-pdf/,waymo_121525-pdf,reports/2025/waymo_121525-pdf.pdf
"Waymo December 19, 2025 (PDF)",Waymo,2025-12-19,2025,https://www.dmv.ca.gov/portal/file/waymo_121925-pdf/,waymo_121925-pdf,reports/2025/waymo_121925-pdf.pdf
"Waymo December 24, 2025 (PDF)",Waymo,2025-12-24,2025,https://www.dmv.ca.gov/portal/file/waymo_122425-pdf/,waymo_122425-pdf,reports/2025/waymo_122425-pdf.pdf
"Waymo December 25, 2025 (PDF)",Waymo,2025-12-25,2025,https://www.dmv.ca.gov/portal/file/waymo_122525-pdf/,waymo_122525-pdf,reports/2025/waymo_122525-pdf.pdf
"Waymo December 26, 2025 (PDF)",Waymo,2025-12-26,2025,https://www.dmv.ca.gov/portal/file/waymo_122625_redacted-pdf/,waymo_122625_redacted-pdf,reports/2025/waymo_122625_redacted-pdf.pdf
"Waymo December 29, 2025 (PDF)",Waymo,2025-12-29,2025,https://www.dmv.ca.gov/portal/file/waymo_122925_redacted-pdf/,waymo_122925_redacted-pdf,reports/2025/waymo_122925_redacted-pdf.pdf
"Waymo December 30, 2025 (PDF)",Waymo,2025-12-30,2025,https://www.dmv.ca.gov/portal/file/waymo_123025_redacted-pdf/,waymo_123025_redacted-pdf,reports/2025/waymo_123025_redacted-pdf.pdf
"Waymo January 6, 2026 (PDF)",Waymo,2026-01-06,2026,https://www.dmv.ca.gov/portal/file/waymo_010626-pdf/,waymo_010626-pdf,reports/2026/waymo_010626-pdf.pdf
"Waymo January 8, 2026 (PDF)",Waymo,2026-01-08,2026,https://www.dmv.ca.gov/portal/file/waymo_010826-pdf/,waymo_010826-pdf,reports/2026/waymo_010826-pdf.pdf
"Waymo January 9, 2026 (PDF)",Waymo,2026-01-09,2026,https://www.dmv.ca.gov/portal/file/waymo_010926-pdf/,waymo_010926-pdf,reports/2026/waymo_010926-pdf.pdf
"Zoox January 10, 2026 (PDF)",Zoox,2026-01-10,2026,https://www.dmv.ca.gov/portal/file/zoox_01102026-pdf/,zoox_01102026-pdf,reports/2026/zoox_01102026-pdf.pdf
"Waymo January 11, 2026 (PDF)",Waymo,2026-01-11,2026,https://www.dmv.ca.gov/portal/file/waymo_01112026-pdf/,waymo_01112026-pdf,reports/2026/waymo_01112026-pdf.pdf
"Waymo January 14, 2026 (PDF)",Waymo,2026-01-14,2026,https://www.dmv.ca.gov/portal/file/waymo_01142026-pdf/,waymo_01142026-pdf,reports/2026/waymo_01142026-pdf.pdf
"Waymo January 15, 2026 (1) (PDF)",Waymo,2026-01-15,2026,https://www.dmv.ca.gov/portal/file/waymo_01152026_1-pdf/,waymo_01152026_1-pdf,reports/2026/waymo_01152026_1-pdf.pdf
"Waymo January 15, 2026 (2) (PDF)",Waymo,2026-01-15,2026,https://www.dmv.ca.gov/portal/file/waymo_01152026_2-pdf/,waymo_01152026_2-pdf,reports/2026/waymo_01152026_2-pdf.pdf
"Zoox January 17, 2026 (PDF)",Zoox,2026-01-17,2026,https://www.dmv.ca.gov/portal/file/zoox_01172026-pdf/,zoox_01172026-pdf,reports/2026/zoox_01172026-pdf.pdf
"Waymo January 21, 2026 (PDF)",Waymo,2026-01-21,2026,https://www.dmv.ca.gov/portal/file/waymo_012126-pdf/,waymo_012126-pdf,reports/2026/waymo_012126-pdf.pdf
"Zoox January 22, 2026 (PDF)",Zoox,2026-01-22,2026,https://www.dmv.ca.gov/portal/file/zoox_012226_redacted-pdf/,zoox_012226_redacted-pdf,reports/2026/zoox_012226_redacted-pdf.pdf
"Waymo January 25, 2026 (1) (PDF)",Waymo,2026-01-25,2026,https://www.dmv.ca.gov/portal/file/waymo_012526_redacted_1-pdf/,waymo_012526_redacted_1-pdf,reports/2026/waymo_012526_redacted_1-pdf.pdf
"Waymo January 25, 2026 (2) (PDF)",Waymo,2026-01-25,2026,https://www.dmv.ca.gov/portal/file/waymo_012526_redacted_2-pdf/,waymo_012526_redacted_2-pdf,reports/2026/waymo_012526_redacted_2-pdf.pdf
"Waymo January 26, 2026 (PDF)",Waymo,2026-01-26,2026,https://www.dmv.ca.gov/portal/file/waymo_012626_redacted-pdf/,waymo_012626_redacted-pdf,reports/2026/waymo_012626_redacted-pdf.pdf
"Waymo January 29, 2026 (PDF)",Waymo,2026-01-29,2026,https://www.dmv.ca.gov/portal/file/waymo_012926_redacted-pdf/,waymo_012926_redacted-pdf,reports/2026/waymo_012926_redacted-pdf.pdf
"Waymo February 1, 2026 (PDF)",Waymo,2026-02-01,2026,https://www.dmv.ca.gov/portal/file/waymo_020126_redacted-pdf/,waymo_020126_redacted-pdf,reports/2026/waymo_020126_redacted-pdf.pdf
"Zoox February 1, 2026 (PDF)",Zoox,2026-02-01,2026,https://www.dmv.ca.gov/portal/file/zoox_020126_redacted-pdf/,zoox_020126_redacted-pdf,reports/2026/zoox_020126_redacted-pdf.pdf
"Waymo February 2, 2026 (PDF)",Waymo,2026-02-02,2026,https://www.dmv.ca.gov/portal/file/waymo_020226_redacted-pdf/,waymo_020226_redacted-pdf,reports/2026/waymo_020226_redacted-pdf.pdf
"Zoox February 2, 2026 (PDF)",Zoox,2026-02-02,2026,https://www.dmv.ca.gov/portal/file/zoox_020226_redacted-pdf/,zoox_020226_redacted-pdf,reports/2026/zoox_020226_redacted-pdf.pdf
"Zoox February 4, 2026 (PDF)",Zoox,2026-02-04,2026,https://www.dmv.ca.gov/portal/file/zoox_020426-pdf/,zoox_020426-pdf,reports/2026/zoox_020426-pdf.pdf
